Name,Fill_rate,Normal_capacity,Reserve,Date
Al Hanssali,22.5,668.2,150.1,15/1/2021
Al Hanssali,39.3,668.2,262.7,15/1/2020
Al Massira,12.5,2657.0,332.0,15/1/2021
Al Massira,17.3,2657.0,459.3,15/1/2020
Oued El Makhazine,97.8,672.9,658.0,16/1/2021
Oued El Makhazine,96.7,672.9,650.8,16/1/2020
Hassan II,28.6,392.3,112.2,16/1/2021
Hassan II,30.4,392.3,119.3,16/1/2020
Oued ZA,61.2,94.9,58.1,16/1/2021
Oued ZA,100.0,94.9,94.9,16/1/2020
Mohamed V,36.4,239.5,87.3,16/1/2021
Mohamed V,33.4,239.5,80.0,16/1/2020
Idriss 1er,64.0,1129.6,722.6,16/1/2021
Idriss 1er,83.5,1129.6,942.7,16/1/2020
Al Wahda,65.5,3522.3,2308.6,16/1/2021
Al Wahda,59.4,3522.3,2093.6,16/1/2020
El Kensera,29.7,216.4,64.4,16/1/2021
El Kensera,54.7,216.4,118.5,16/1/2020
Bin El Ouidane,21.1,1215.5,256.7,16/1/2021
Bin El Ouidane,40.6,1215.5,493.5,16/1/2020
Al Hanssali,22.7,668.2,151.5,16/1/2021
Al Hanssali,39.3,668.2,262.7,16/1/2020
Al Massira,12.5,2657.0,332.0,16/1/2021
Al Massira,17.3,2657.0,459.3,16/1/2020
Oued El Makhazine,97.5,672.9,656.2,17/1/2021
Oued El Makhazine,96.7,672.9,650.8,17/1/2020
Hassan II,28.6,392.3,112.2,17/1/2021
Hassan II,30.4,392.3,119.3,17/1/2020
Oued ZA,61.4,94.9,58.2,17/1/2021
Oued ZA,100.0,94.9,94.9,17/1/2020
Mohamed V,36.1,239.5,86.5,17/1/2021
Mohamed V,33.4,239.5,80.0,17/1/2020
Idriss 1er,64.2,1129.6,725.3,17/1/2021
Idriss 1er,83.5,1129.6,942.7,17/1/2020
Al Wahda,65.9,3522.3,2321.1,17/1/2021
Al Wahda,59.4,3522.3,2093.6,17/1/2020
El Kensera,29.7,216.4,64.4,17/1/2021
El Kensera,54.7,216.4,118.5,17/1/2020
Bin El Ouidane,21.2,1215.5,257.2,17/1/2021
Bin El Ouidane,40.6,1215.5,493.5,17/1/2020
Al Hanssali,22.9,668.2,153.1,17/1/2021
Al Hanssali,39.3,668.2,262.7,17/1/2020
Al Massira,12.5,2657.0,332.3,17/1/2021
Al Massira,17.3,2657.0,459.3,17/1/2020
Oued El Makhazine,97.3,672.9,654.8,18/1/2021
Oued El Makhazine,96.7,672.9,650.8,18/1/2020
Hassan II,28.6,392.3,112.2,18/1/2021
Hassan II,30.4,392.3,119.3,18/1/2020
Oued ZA,61.5,94.9,58.4,18/1/2021
Oued ZA,100.0,94.9,94.9,18/1/2020
Mohamed V,36.2,239.5,86.7,18/1/2021
Mohamed V,33.4,239.5,80.0,18/1/2020
Idriss 1er,64.4,1129.6,727.5,18/1/2021
Idriss 1er,83.5,1129.6,942.7,18/1/2020
Al Wahda,66.2,3522.3,2330.7,18/1/2021
Al Wahda,59.4,3522.3,2093.6,18/1/2020
El Kensera,29.7,216.4,64.4,18/1/2021
El Kensera,54.7,216.4,118.5,18/1/2020
Bin El Ouidane,21.3,1215.5,258.6,18/1/2021
Bin El Ouidane,40.6,1215.5,493.5,18/1/2020
Al Hanssali,23.2,668.2,154.7,18/1/2021
Al Hanssali,39.3,668.2,262.7,18/1/2020
Al Massira,12.5,2657.0,332.0,18/1/2021
Al Massira,17.3,2657.0,459.3,18/1/2020
Oued El Makhazine,97.1,672.9,653.3,19/1/2021
Oued El Makhazine,96.7,672.9,650.8,19/1/2020
Hassan II,28.6,392.3,112.2,19/1/2021
Hassan II,30.4,392.3,119.3,19/1/2020
Oued ZA,61.7,94.9,58.5,19/1/2021
Oued ZA,100.0,94.9,94.9,19/1/2020
Mohamed V,36.0,239.5,86.3,19/1/2021
Mohamed V,33.4,239.5,80.0,19/1/2020
Idriss 1er,64.4,1129.6,728.0,19/1/2021
Idriss 1er,83.5,1129.6,942.7,19/1/2020
Al Wahda,66.4,3522.3,2340.3,19/1/2021
Al Wahda,59.4,3522.3,2093.6,19/1/2020
El Kensera,29.7,216.4,64.3,19/1/2021
El Kensera,54.7,216.4,118.5,19/1/2020
Bin El Ouidane,21.4,1215.5,260.1,19/1/2021
Bin El Ouidane,40.6,1215.5,493.5,19/1/2020
Al Hanssali,23.3,668.2,155.5,19/1/2021
Al Hanssali,39.3,668.2,262.7,19/1/2020
Al Massira,12.5,2657.0,331.6,19/1/2021
Al Massira,17.3,2657.0,459.3,19/1/2020
Oued El Makhazine,96.8,672.9,651.5,20/1/2021
Oued El Makhazine,96.7,672.9,650.8,20/1/2020
Hassan II,28.6,392.3,112.2,20/1/2021
Hassan II,30.4,392.3,119.3,20/1/2020
Oued ZA,61.8,94.9,58.6,20/1/2021
Oued ZA,100.0,94.9,94.9,20/1/2020
Mohamed V,36.0,239.5,86.1,20/1/2021
Mohamed V,33.4,239.5,80.0,20/1/2020
Idriss 1er,64.6,1129.6,730.2,20/1/2021
Idriss 1er,83.5,1129.6,942.7,20/1/2020
Al Wahda,66.7,3522.3,2348.9,20/1/2021
Al Wahda,59.4,3522.3,2093.6,20/1/2020
El Kensera,29.7,216.4,64.3,20/1/2021
El Kensera,54.7,216.4,118.5,20/1/2020
Bin El Ouidane,21.5,1215.5,261.3,20/1/2021
Bin El Ouidane,40.6,1215.5,493.5,20/1/2020
Al Hanssali,23.3,668.2,155.6,20/1/2021
Al Hanssali,39.3,668.2,262.7,20/1/2020
Al Massira,12.5,2657.0,331.6,20/1/2021
Al Massira,17.3,2657.0,459.3,20/1/2020
Oued El Makhazine,97.1,672.9,653.3,21/1/2021
Oued El Makhazine,96.7,672.9,650.8,21/1/2020
Hassan II,28.6,392.3,112.2,21/1/2021
Hassan II,30.4,392.3,119.3,21/1/2020
Oued ZA,61.9,94.9,58.8,21/1/2021
Oued ZA,100.0,94.9,94.9,21/1/2020
Mohamed V,35.7,239.5,85.6,21/1/2021
Mohamed V,33.4,239.5,80.0,21/1/2020
Idriss 1er,64.8,1129.6,732.0,21/1/2021
Idriss 1er,83.5,1129.6,942.7,21/1/2020
Al Wahda,67.0,3522.3,2359.6,21/1/2021
Al Wahda,59.4,3522.3,2093.6,21/1/2020
El Kensera,29.7,216.4,64.2,21/1/2021
El Kensera,54.7,216.4,118.5,21/1/2020
Bin El Ouidane,21.6,1215.5,262.0,21/1/2021
Bin El Ouidane,40.6,1215.5,493.5,21/1/2020
Al Hanssali,23.5,668.2,157.1,21/1/2021
Al Hanssali,39.3,668.2,262.7,21/1/2020
Al Massira,12.5,2657.0,331.2,21/1/2021
Al Massira,17.3,2657.0,459.3,21/1/2020
Oued El Makhazine,97.5,672.9,655.9,22/1/2021
Oued El Makhazine,96.7,672.9,650.8,22/1/2020
Hassan II,28.6,392.3,112.2,22/1/2021
Hassan II,30.4,392.3,119.3,22/1/2020
Oued ZA,62.1,94.9,58.9,22/1/2021
Oued ZA,100.0,94.9,94.9,22/1/2020
Mohamed V,35.7,239.5,85.6,22/1/2021
Mohamed V,33.4,239.5,80.0,22/1/2020
Idriss 1er,65.0,1129.6,734.3,22/1/2021
Idriss 1er,83.5,1129.6,942.7,22/1/2020
Al Wahda,67.5,3522.3,2378.9,22/1/2021
Al Wahda,59.4,3522.3,2093.6,22/1/2020
El Kensera,29.6,216.4,64.1,22/1/2021
El Kensera,54.7,216.4,118.5,22/1/2020
Bin El Ouidane,21.6,1215.5,263.0,22/1/2021
Bin El Ouidane,40.6,1215.5,493.5,22/1/2020
Al Hanssali,23.8,668.2,158.9,22/1/2021
Al Hanssali,39.3,668.2,262.7,22/1/2020
Al Massira,12.5,2657.0,331.2,22/1/2021
Al Massira,17.3,2657.0,459.3,22/1/2020
Oued El Makhazine,98.8,672.9,664.9,23/1/2021
Oued El Makhazine,96.7,672.9,650.8,23/1/2020
Hassan II,28.6,392.3,112.2,23/1/2021
Hassan II,30.4,392.3,119.3,23/1/2020
Oued ZA,62.3,94.9,59.1,23/1/2021
Oued ZA,100.0,94.9,94.9,23/1/2020
Mohamed V,35.3,239.5,84.4,23/1/2021
Mohamed V,33.4,239.5,80.0,23/1/2020
Idriss 1er,65.1,1129.6,735.6,23/1/2021
Idriss 1er,83.5,1129.6,942.7,23/1/2020
Al Wahda,68.2,3522.3,2403.2,23/1/2021
Al Wahda,59.4,3522.3,2093.6,23/1/2020
El Kensera,29.6,216.4,64.1,23/1/2021
El Kensera,54.7,216.4,118.5,23/1/2020
Bin El Ouidane,21.7,1215.5,263.6,23/1/2021
Bin El Ouidane,40.6,1215.5,493.5,23/1/2020
Al Hanssali,24.2,668.2,161.5,23/1/2021
Al Hanssali,39.3,668.2,262.7,23/1/2020
Al Massira,12.5,2657.0,331.2,23/1/2021
Al Massira,17.3,2657.0,459.3,23/1/2020
Oued El Makhazine,99.0,672.9,666.3,24/1/2021
Oued El Makhazine,96.7,672.9,650.8,24/1/2020
Hassan II,28.6,392.3,112.4,24/1/2021
Hassan II,30.4,392.3,119.3,24/1/2020
Oued ZA,62.5,94.9,59.3,24/1/2021
Oued ZA,100.0,94.9,94.9,24/1/2020
Mohamed V,35.1,239.5,84.1,24/1/2021
Mohamed V,33.4,239.5,80.0,24/1/2020
Idriss 1er,65.4,1129.6,739.3,24/1/2021
Idriss 1er,83.5,1129.6,942.7,24/1/2020
Al Wahda,68.8,3522.3,2422.7,24/1/2021
Al Wahda,59.4,3522.3,2093.6,24/1/2020
El Kensera,29.6,216.4,64.1,24/1/2021
El Kensera,54.7,216.4,118.5,24/1/2020
Bin El Ouidane,21.9,1215.5,266.0,24/1/2021
Bin El Ouidane,40.6,1215.5,493.5,24/1/2020
Al Hanssali,24.7,668.2,164.8,24/1/2021
Al Hanssali,39.3,668.2,262.7,24/1/2020
Al Massira,12.5,2657.0,331.2,24/1/2021
Al Massira,17.3,2657.0,459.3,24/1/2020
Oued El Makhazine,99.4,672.9,668.9,25/1/2021
Oued El Makhazine,96.7,672.9,650.8,25/1/2020
Hassan II,28.7,392.3,112.7,25/1/2021
Hassan II,30.4,392.3,119.3,25/1/2020
Oued ZA,62.6,94.9,59.4,25/1/2021
Oued ZA,100.0,94.9,94.9,25/1/2020
Mohamed V,34.9,239.5,83.7,25/1/2021
Mohamed V,33.4,239.5,80.0,25/1/2020
Idriss 1er,65.7,1129.6,742.5,25/1/2021
Idriss 1er,83.5,1129.6,942.7,25/1/2020
Al Wahda,69.2,3522.3,2437.4,25/1/2021
Al Wahda,59.4,3522.3,2093.6,25/1/2020
El Kensera,29.6,216.4,64.1,25/1/2021
El Kensera,54.7,216.4,118.5,25/1/2020
Bin El Ouidane,22.0,1215.5,267.5,25/1/2021
Bin El Ouidane,40.6,1215.5,493.5,25/1/2020
Al Hanssali,25.0,668.2,167.3,25/1/2021
Al Hanssali,39.3,668.2,262.7,25/1/2020
Al Massira,12.5,2657.0,332.7,25/1/2021
Al Massira,17.3,2657.0,459.3,25/1/2020
Oued El Makhazine,99.6,672.9,670.0,26/1/2021
Oued El Makhazine,96.7,672.9,650.8,26/1/2020
Hassan II,28.8,392.3,112.8,26/1/2021
Hassan II,30.4,392.3,119.3,26/1/2020
Oued ZA,62.8,94.9,59.6,26/1/2021
Oued ZA,100.0,94.9,94.9,26/1/2020
Mohamed V,34.8,239.5,83.3,26/1/2021
Mohamed V,33.4,239.5,80.0,26/1/2020
Idriss 1er,66.1,1129.6,746.6,26/1/2021
Idriss 1er,83.5,1129.6,942.7,26/1/2020
Al Wahda,69.6,3522.3,2451.2,26/1/2021
Al Wahda,59.4,3522.3,2093.6,26/1/2020
El Kensera,29.6,216.4,64.1,26/1/2021
El Kensera,54.7,216.4,118.5,26/1/2020
Bin El Ouidane,22.2,1215.5,270.1,26/1/2021
Bin El Ouidane,40.6,1215.5,493.5,26/1/2020
Al Hanssali,25.3,668.2,169.3,26/1/2021
Al Hanssali,39.3,668.2,262.7,26/1/2020
Al Massira,12.5,2657.0,332.0,26/1/2021
Al Massira,17.3,2657.0,459.3,26/1/2020
Oued El Makhazine,99.2,672.9,667.8,27/1/2021
Oued El Makhazine,96.7,672.9,650.8,27/1/2020
Hassan II,28.8,392.3,112.9,27/1/2021
Hassan II,30.4,392.3,119.3,27/1/2020
Oued ZA,62.9,94.9,59.7,27/1/2021
Oued ZA,100.0,94.9,94.9,27/1/2020
Mohamed V,34.5,239.5,82.6,27/1/2021
Mohamed V,33.4,239.5,80.0,27/1/2020
Idriss 1er,66.5,1129.6,750.7,27/1/2021
Idriss 1er,83.5,1129.6,942.7,27/1/2020
Al Wahda,69.9,3522.3,2462.0,27/1/2021
Al Wahda,59.4,3522.3,2093.6,27/1/2020
El Kensera,29.6,216.4,64.1,27/1/2021
El Kensera,54.7,216.4,118.5,27/1/2020
Bin El Ouidane,22.3,1215.5,271.6,27/1/2021
Bin El Ouidane,40.6,1215.5,493.5,27/1/2020
Al Hanssali,25.6,668.2,171.0,27/1/2021
Al Hanssali,39.3,668.2,262.7,27/1/2020
Al Massira,12.5,2657.0,331.6,27/1/2021
Al Massira,17.3,2657.0,459.3,27/1/2020
Oued El Makhazine,98.9,672.9,665.2,28/1/2021
Oued El Makhazine,96.7,672.9,650.8,28/1/2020
Hassan II,28.8,392.3,112.9,28/1/2021
Hassan II,30.4,392.3,119.3,28/1/2020
Oued ZA,63.0,94.9,59.8,28/1/2021
Oued ZA,100.0,94.9,94.9,28/1/2020
Mohamed V,34.1,239.5,81.7,28/1/2021
Mohamed V,33.4,239.5,80.0,28/1/2020
Idriss 1er,66.6,1129.6,752.6,28/1/2021
Idriss 1er,83.5,1129.6,942.7,28/1/2020
Al Wahda,70.1,3522.3,2468.9,28/1/2021
Al Wahda,59.4,3522.3,2093.6,28/1/2020
El Kensera,29.6,216.4,64.1,28/1/2021
El Kensera,54.7,216.4,118.5,28/1/2020
Bin El Ouidane,22.5,1215.5,273.7,28/1/2021
Bin El Ouidane,40.6,1215.5,493.5,28/1/2020
Al Hanssali,25.8,668.2,172.4,28/1/2021
Al Hanssali,39.3,668.2,262.7,28/1/2020
Al Massira,12.5,2657.0,331.2,28/1/2021
Al Massira,17.3,2657.0,459.3,28/1/2020
Oued El Makhazine,98.8,672.9,664.5,29/1/2021
Oued El Makhazine,97.6,672.9,656.6,29/1/2020
Hassan II,28.8,392.3,112.9,29/1/2021
Hassan II,30.4,392.3,119.3,29/1/2020
Oued ZA,63.1,94.9,59.9,29/1/2021
Oued ZA,100.0,94.9,94.9,29/1/2020
Mohamed V,33.8,239.5,80.9,29/1/2021
Mohamed V,30.7,239.5,73.6,29/1/2020
Idriss 1er,66.7,1129.6,753.9,29/1/2021
Idriss 1er,84.4,1129.6,953.5,29/1/2020
Al Wahda,70.3,3522.3,2477.8,29/1/2021
Al Wahda,59.8,3522.3,2105.4,29/1/2020
El Kensera,29.6,216.4,64.0,29/1/2021
El Kensera,56.2,216.4,121.7,29/1/2020
Bin El Ouidane,22.7,1215.5,275.5,29/1/2021
Bin El Ouidane,39.8,1215.5,483.5,29/1/2020
Al Hanssali,26.0,668.2,173.9,29/1/2021
Al Hanssali,40.9,668.2,273.6,29/1/2020
Al Massira,12.5,2657.0,331.2,29/1/2021
Al Massira,16.1,2657.0,426.5,29/1/2020
Oued El Makhazine,98.8,672.9,664.9,30/1/2021
Oued El Makhazine,97.6,672.9,656.6,30/1/2020
Hassan II,28.8,392.3,112.9,30/1/2021
Hassan II,30.4,392.3,119.3,30/1/2020
Oued ZA,63.4,94.9,60.1,30/1/2021
Oued ZA,100.0,94.9,94.9,30/1/2020
Mohamed V,33.4,239.5,80.0,30/1/2021
Mohamed V,30.7,239.5,73.6,30/1/2020
Idriss 1er,66.8,1129.6,754.9,30/1/2021
Idriss 1er,84.4,1129.6,953.5,30/1/2020
Al Wahda,70.6,3522.3,2486.7,30/1/2021
Al Wahda,59.8,3522.3,2105.4,30/1/2020
El Kensera,29.6,216.4,64.0,30/1/2021
El Kensera,56.2,216.4,121.7,30/1/2020
Bin El Ouidane,22.8,1215.5,277.3,30/1/2021
Bin El Ouidane,39.8,1215.5,483.5,30/1/2020
Al Hanssali,26.2,668.2,175.3,30/1/2021
Al Hanssali,40.9,668.2,273.6,30/1/2020
Al Massira,12.5,2657.0,331.2,30/1/2021
Al Massira,16.1,2657.0,426.5,30/1/2020
Oued El Makhazine,98.8,672.9,664.5,31/1/2021
Oued El Makhazine,97.6,672.9,656.6,31/1/2020
Hassan II,28.8,392.3,112.9,31/1/2021
Hassan II,30.4,392.3,119.3,31/1/2020
Oued ZA,63.5,94.9,60.2,31/1/2021
Oued ZA,100.0,94.9,94.9,31/1/2020
Mohamed V,32.8,239.5,78.5,31/1/2021
Mohamed V,30.7,239.5,73.6,31/1/2020
Idriss 1er,67.1,1129.6,757.6,31/1/2021
Idriss 1er,84.4,1129.6,953.5,31/1/2020
Al Wahda,70.7,3522.3,2491.7,31/1/2021
Al Wahda,59.8,3522.3,2105.4,31/1/2020
El Kensera,29.6,216.4,64.0,31/1/2021
El Kensera,56.2,216.4,121.7,31/1/2020
Bin El Ouidane,23.0,1215.5,279.1,31/1/2021
Bin El Ouidane,39.8,1215.5,483.5,31/1/2020
Al Hanssali,26.4,668.2,176.6,31/1/2021
Al Hanssali,40.9,668.2,273.6,31/1/2020
Al Massira,12.5,2657.0,331.2,31/1/2021
Al Massira,16.1,2657.0,426.5,31/1/2020
Oued El Makhazine,98.8,672.9,664.5,1/2/2021
Oued El Makhazine,97.7,672.9,657.7,1/2/2020
Hassan II,28.8,392.3,112.9,1/2/2021
Hassan II,30.4,392.3,119.3,1/2/2020
Oued ZA,63.6,94.9,60.4,1/2/2021
Oued ZA,100.0,94.9,94.9,1/2/2020
Mohamed V,32.3,239.5,77.3,1/2/2021
Mohamed V,30.1,239.5,72.1,1/2/2020
Idriss 1er,67.3,1129.6,760.4,1/2/2021
Idriss 1er,84.5,1129.6,954.0,1/2/2020
Al Wahda,70.9,3522.3,2498.6,1/2/2021
Al Wahda,60.0,3522.3,2111.7,1/2/2020
El Kensera,29.5,216.4,63.9,1/2/2021
El Kensera,56.6,216.4,122.4,1/2/2020
Bin El Ouidane,23.1,1215.5,280.8,1/2/2021
Bin El Ouidane,39.8,1215.5,484.1,1/2/2020
Al Hanssali,26.6,668.2,177.9,1/2/2021
Al Hanssali,40.9,668.2,273.2,1/2/2020
Al Massira,12.5,2657.0,331.2,1/2/2021
Al Massira,16.3,2657.0,432.4,1/2/2020
Oued El Makhazine,98.7,672.9,664.2,2/2/2021
Oued El Makhazine,97.8,672.9,658.0,2/2/2020
Hassan II,28.8,392.3,112.9,2/2/2021
Hassan II,30.4,392.3,119.3,2/2/2020
Oued ZA,63.8,94.9,60.5,2/2/2021
Oued ZA,100.0,94.9,94.9,2/2/2020
Mohamed V,31.3,239.5,75.0,2/2/2021
Mohamed V,29.7,239.5,71.1,2/2/2020
Idriss 1er,67.5,1129.6,762.3,2/2/2021
Idriss 1er,84.6,1129.6,955.1,2/2/2020
Al Wahda,71.1,3522.3,2504.6,2/2/2021
Al Wahda,60.0,3522.3,2113.5,2/2/2020
El Kensera,29.5,216.4,63.9,2/2/2021
El Kensera,56.7,216.4,122.7,2/2/2020
Bin El Ouidane,23.3,1215.5,282.8,2/2/2021
Bin El Ouidane,39.9,1215.5,484.5,2/2/2020
Al Hanssali,26.8,668.2,179.4,2/2/2021
Al Hanssali,40.8,668.2,272.9,2/2/2020
Al Massira,12.4,2657.0,330.2,2/2/2021
Al Massira,16.2,2657.0,429.8,2/2/2020
Oued El Makhazine,98.5,672.9,663.1,3/2/2021
Oued El Makhazine,97.8,672.9,658.4,3/2/2020
Hassan II,28.8,392.3,112.9,3/2/2021
Hassan II,30.4,392.3,119.2,3/2/2020
Oued ZA,63.9,94.9,60.7,3/2/2021
Oued ZA,100.0,94.9,94.9,3/2/2020
Mohamed V,30.7,239.5,73.5,3/2/2021
Mohamed V,29.6,239.5,70.8,3/2/2020
Idriss 1er,67.7,1129.6,765.1,3/2/2021
Idriss 1er,84.6,1129.6,955.6,3/2/2020
Al Wahda,71.2,3522.3,2509.6,3/2/2021
Al Wahda,60.0,3522.3,2114.4,3/2/2020
El Kensera,29.5,216.4,63.9,3/2/2021
El Kensera,56.8,216.4,122.9,3/2/2020
Bin El Ouidane,23.4,1215.5,284.3,3/2/2021
Bin El Ouidane,39.9,1215.5,484.7,3/2/2020
Al Hanssali,27.0,668.2,180.5,3/2/2021
Al Hanssali,40.9,668.2,273.2,3/2/2020
Al Massira,12.4,2657.0,329.5,3/2/2021
Al Massira,16.2,2657.0,431.1,3/2/2020
Oued El Makhazine,98.0,672.9,659.1,4/2/2021
Oued El Makhazine,97.9,672.9,658.7,4/2/2020
Hassan II,28.8,392.3,112.9,4/2/2021
Hassan II,30.4,392.3,119.2,4/2/2020
Oued ZA,64.1,94.9,60.8,4/2/2021
Oued ZA,100.0,94.9,94.9,4/2/2020
Mohamed V,29.8,239.5,71.5,4/2/2021
Mohamed V,29.5,239.5,70.6,4/2/2020
Idriss 1er,68.0,1129.6,767.9,4/2/2021
Idriss 1er,84.7,1129.6,957.1,4/2/2020
Al Wahda,71.4,3522.3,2514.6,4/2/2021
Al Wahda,60.1,3522.3,2115.4,4/2/2020
El Kensera,29.5,216.4,63.9,4/2/2021
El Kensera,56.8,216.4,122.9,4/2/2020
Bin El Ouidane,23.5,1215.5,285.5,4/2/2021
Bin El Ouidane,39.9,1215.5,484.9,4/2/2020
Al Hanssali,27.0,668.2,180.2,4/2/2021
Al Hanssali,40.5,668.2,270.8,4/2/2020
Al Massira,12.4,2657.0,328.8,4/2/2021
Al Massira,16.2,2657.0,430.7,4/2/2020
Oued El Makhazine,96.9,672.9,652.3,5/2/2021
Oued El Makhazine,97.9,672.9,658.7,5/2/2020
Hassan II,28.8,392.3,112.9,5/2/2021
Hassan II,30.4,392.3,119.2,5/2/2020
Oued ZA,64.1,94.9,60.9,5/2/2021
Oued ZA,100.0,94.9,94.9,5/2/2020
Mohamed V,29.0,239.5,69.5,5/2/2021
Mohamed V,29.1,239.5,69.6,5/2/2020
Idriss 1er,68.2,1129.6,770.7,5/2/2021
Idriss 1er,84.8,1129.6,957.7,5/2/2020
Al Wahda,71.5,3522.3,2519.5,5/2/2021
Al Wahda,60.0,3522.3,2114.4,5/2/2020
El Kensera,29.5,216.4,63.9,5/2/2021
El Kensera,56.8,216.4,123.0,5/2/2020
Bin El Ouidane,23.6,1215.5,287.0,5/2/2021
Bin El Ouidane,39.9,1215.5,484.9,5/2/2020
Al Hanssali,27.0,668.2,180.5,5/2/2021
Al Hanssali,40.3,668.2,269.3,5/2/2020
Al Massira,12.4,2657.0,328.4,5/2/2021
Al Massira,16.1,2657.0,428.6,5/2/2020
Oued El Makhazine,96.2,672.9,647.2,6/2/2021
Oued El Makhazine,98.0,672.9,659.1,6/2/2020
Hassan II,28.8,392.3,112.9,6/2/2021
Hassan II,30.4,392.3,119.2,6/2/2020
Oued ZA,64.2,94.9,60.9,6/2/2021
Oued ZA,100.0,94.9,94.9,6/2/2020
Mohamed V,28.2,239.5,67.6,6/2/2021
Mohamed V,28.9,239.5,69.3,6/2/2020
Idriss 1er,68.4,1129.6,772.1,6/2/2021
Idriss 1er,84.8,1129.6,958.2,6/2/2020
Al Wahda,71.7,3522.3,2524.5,6/2/2021
Al Wahda,60.0,3522.3,2112.6,6/2/2020
El Kensera,29.5,216.4,63.9,6/2/2021
El Kensera,56.9,216.4,123.1,6/2/2020
Bin El Ouidane,23.7,1215.5,288.3,6/2/2021
Bin El Ouidane,39.9,1215.5,485.4,6/2/2020
Al Hanssali,27.2,668.2,181.7,6/2/2021
Al Hanssali,40.2,668.2,268.9,6/2/2020
Al Massira,12.3,2657.0,327.7,6/2/2021
Al Massira,16.1,2657.0,426.9,6/2/2020
Oued El Makhazine,95.8,672.9,644.7,7/2/2021
Oued El Makhazine,97.8,672.9,658.4,7/2/2020
Hassan II,28.8,392.3,112.9,7/2/2021
Hassan II,30.4,392.3,119.2,7/2/2020
Oued ZA,64.3,94.9,61.0,7/2/2021
Oued ZA,100.0,94.9,94.9,7/2/2020
Mohamed V,27.4,239.5,65.7,7/2/2021
Mohamed V,28.8,239.5,69.0,7/2/2020
Idriss 1er,68.4,1129.6,772.1,7/2/2021
Idriss 1er,84.9,1129.6,958.7,7/2/2020
Al Wahda,71.8,3522.3,2529.5,7/2/2021
Al Wahda,59.9,3522.3,2110.8,7/2/2020
El Kensera,29.6,216.4,64.0,7/2/2021
El Kensera,57.0,216.4,123.3,7/2/2020
Bin El Ouidane,23.8,1215.5,289.6,7/2/2021
Bin El Ouidane,39.9,1215.5,485.6,7/2/2020
Al Hanssali,27.5,668.2,183.5,7/2/2021
Al Hanssali,40.3,668.2,269.1,7/2/2020
Al Massira,12.4,2657.0,328.4,7/2/2021
Al Massira,16.1,2657.0,427.7,7/2/2020
Oued El Makhazine,96.9,672.9,651.9,8/2/2021
Oued El Makhazine,97.7,672.9,657.7,8/2/2020
Hassan II,28.8,392.3,112.9,8/2/2021
Hassan II,30.4,392.3,119.2,8/2/2020
Oued ZA,64.5,94.9,61.2,8/2/2021
Oued ZA,100.0,94.9,94.9,8/2/2020
Mohamed V,26.7,239.5,63.8,8/2/2021
Mohamed V,28.8,239.5,69.0,8/2/2020
Idriss 1er,68.5,1129.6,774.0,8/2/2021
Idriss 1er,84.9,1129.6,959.2,8/2/2020
Al Wahda,72.1,3522.3,2538.5,8/2/2021
Al Wahda,59.9,3522.3,2109.0,8/2/2020
El Kensera,29.5,216.4,63.9,8/2/2021
El Kensera,57.0,216.4,123.4,8/2/2020
Bin El Ouidane,24.0,1215.5,291.5,8/2/2021
Bin El Ouidane,40.0,1215.5,485.8,8/2/2020
Al Hanssali,27.7,668.2,185.4,8/2/2021
Al Hanssali,40.3,668.2,269.5,8/2/2020
Al Massira,12.4,2657.0,328.8,8/2/2021
Al Massira,16.1,2657.0,428.2,8/2/2020
Oued El Makhazine,100.0,672.9,672.9,9/2/2021
Oued El Makhazine,97.6,672.9,656.9,9/2/2020
Hassan II,28.8,392.3,112.8,9/2/2021
Hassan II,30.4,392.3,119.2,9/2/2020
Oued ZA,64.2,94.9,60.9,9/2/2021
Oued ZA,100.0,94.9,94.9,9/2/2020
Mohamed V,26.0,239.5,62.2,9/2/2021
Mohamed V,28.8,239.5,69.0,9/2/2020
Idriss 1er,68.6,1129.6,775.4,9/2/2021
Idriss 1er,84.8,1129.6,958.2,9/2/2020
Al Wahda,72.8,3522.3,2564.7,9/2/2021
Al Wahda,59.8,3522.3,2107.2,9/2/2020
El Kensera,29.5,216.4,63.9,9/2/2021
El Kensera,57.1,216.4,123.6,9/2/2020
Bin El Ouidane,24.1,1215.5,292.6,9/2/2021
Bin El Ouidane,40.0,1215.5,486.0,9/2/2020
Al Hanssali,28.0,668.2,187.1,9/2/2021
Al Hanssali,40.4,668.2,269.9,9/2/2020
Al Massira,12.3,2657.0,328.1,9/2/2021
Al Massira,16.1,2657.0,429.0,9/2/2020
Oued El Makhazine,100.0,672.9,672.9,10/2/2021
Oued El Makhazine,97.7,672.9,657.3,10/2/2020
Hassan II,28.8,392.3,112.8,10/2/2021
Hassan II,30.4,392.3,119.2,10/2/2020
Oued ZA,64.3,94.9,61.0,10/2/2021
Oued ZA,100.0,94.9,94.9,10/2/2020
Mohamed V,25.3,239.5,60.6,10/2/2021
Mohamed V,28.4,239.5,68.1,10/2/2020
Idriss 1er,69.0,1129.6,779.2,10/2/2021
Idriss 1er,84.6,1129.6,956.1,10/2/2020
Al Wahda,73.6,3522.3,2591.0,10/2/2021
Al Wahda,59.8,3522.3,2105.4,10/2/2020
El Kensera,29.5,216.4,63.9,10/2/2021
